"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"11322",".@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved. Also big help on cutting regs. I am with him in his re-election all the way!",2018-02-27,12170,50474,".@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved. Also big help on cutting regs. I am with him in his re-election all the way!",2.5,"positive",62644,2018-02-01,2018-01-01,2018-02-26
"11323","Texas LC George P. Bush backed me when it wasn’t the politically correct thing to do and I back him now. Also AC Sid Miller has been with me from the beginning he is “Trump’s Man in Texas.” Also support Comptroller Glenn Hegar and Railroad Commissioner Christi Craddick.",2018-02-27,15591,65317,"Texas LC George P. Bush backed me when it wasn’t the politically correct thing to do and I back him now. Also AC Sid Miller has been with me from the beginning he is “Trump’s Man in Texas.” Also support Comptroller Glenn Hegar and Railroad Commissioner Christi Craddick.",1.25,"positive",80908,2018-02-01,2018-01-01,2018-02-26
"11324","“American consumers are the most confident they've been since 2000....A strong job market is boosting confidence. The unemployment rate has stayed at a 17-year low.” https://t.co/aL7aVoR7XC",2018-02-27,13566,57933,"“American consumers are the most confident they've been since 2000....A strong job market is boosting confidence. The unemployment rate has stayed at a 17-year low.” https://t.co/aL7aVoR7XC",1.7,"positive",71499,2018-02-01,2018-01-01,2018-02-26
"11325","I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz Lt. Gov. Dan Patrick and Attorney General Ken Paxton. They are helping me to Make America Great Again! Vote early or on March 6th.",2018-02-27,29452,106481,"I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz Lt. Gov. Dan Patrick and Attorney General Ken Paxton. They are helping me to Make America Great Again! Vote early or on March 6th.",2.5,"positive",135933,2018-02-01,2018-01-01,2018-02-26
"11329","“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s criminality at her own hands or through others that ought to be investigated. I fully agree with the President on that.” @judgenapolitano on @marthamaccallum Show",2018-02-27,19756,69464,"“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s criminality at her own hands or through others that ought to be investigated. I fully agree with the President on that.” @judgenapolitano on @marthamaccallum Show",2.4,"positive",89220,2018-02-01,2018-01-01,2018-02-26
"11335","BIG CPAC STRAW POLL RESULTS: 93% APPROVE OF THE JOB PRESIDENT TRUMP IS DOING (Thank you!). 50% say President Trump should Tweet MORE or SAME (funny!). 79% say Republicans in Congress should do a better job of working with President Trump (starting to happen).",2018-02-24,25570,99968,"BIG CPAC STRAW POLL RESULTS: 93% APPROVE OF THE JOB PRESIDENT TRUMP IS DOING (Thank you!). 50% say President Trump should Tweet MORE or SAME (funny!). 79% say Republicans in Congress should do a better job of working with President Trump (starting to happen).",3.25,"positive",125538,2018-02-01,2018-01-01,2018-02-19
"11336","Dems are no longer talking DACA! “Out of sight out of mind” they say. DACA beneficiaries should not be happy. Nancy Pelosi truly doesn’t care about them. Republicans stand ready to make a deal!",2018-02-24,22652,94448,"Dems are no longer talking DACA! “Out of sight out of mind” they say. DACA beneficiaries should not be happy. Nancy Pelosi truly doesn’t care about them. Republicans stand ready to make a deal!",2.8,"positive",117100,2018-02-01,2018-01-01,2018-02-19
"11339","Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart people. Must be firearms adept &amp; have annual training. Should get yearly bonus. Shootings will not happen again - a big &amp; very inexpensive deterrent. Up to States.",2018-02-24,20955,86414,"Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart people. Must be firearms adept &amp; have annual training. Should get yearly bonus. Shootings will not happen again - a big &amp; very inexpensive deterrent. Up to States.",3.8,"positive",107369,2018-02-01,2018-01-01,2018-02-19
"11341","Thank you to the great men and women of the United States @SecretService for a job well done!",2018-02-23,15608,87142,"Thank you to the great men and women of the United States @SecretService for a job well done!",2.3,"positive",102750,2018-02-01,2018-01-01,2018-02-19
"11342","Today @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia to the @WhiteHouse!🇺🇸🇦🇺Press Conference: https://t.co/rKokJGRsgu https://t.co/PkJUw8x9jb",2018-02-23,8994,47602,"Today @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia to the @WhiteHouse!🇺🇸🇦🇺Press Conference: https://t.co/rKokJGRsgu https://t.co/PkJUw8x9jb",1.6,"positive",56596,2018-02-01,2018-01-01,2018-02-19
"11343","Our nation’s motto is IN GOD WE TRUST. This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham! #CPAC2018 https://t.co/5GDh7Jonkv",2018-02-23,20874,85902,"Our nation’s motto is IN GOD WE TRUST. This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham! #CPAC2018 https://t.co/5GDh7Jonkv",2.7,"positive",106776,2018-02-01,2018-01-01,2018-02-19
"11344","We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem. #CPAC2018 https://t.co/qGKW2xGjP0",2018-02-23,18212,76989,"We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem. #CPAC2018 https://t.co/qGKW2xGjP0",2.3,"positive",95201,2018-02-01,2018-01-01,2018-02-19
"11345","After years of rebuilding OTHER nations we are finally rebuilding OUR nation - and we are restoring our confidence and our pride! #CPAC2018 https://t.co/rD9oTU8iex",2018-02-23,16019,69607,"After years of rebuilding OTHER nations we are finally rebuilding OUR nation - and we are restoring our confidence and our pride! #CPAC2018 https://t.co/rD9oTU8iex",2.45,"positive",85626,2018-02-01,2018-01-01,2018-02-19
"11347","My daughter Ivanka just arrived in South Korea. We cannot have a better or smarter person representing our country.",2018-02-23,14510,98737,"My daughter Ivanka just arrived in South Korea. We cannot have a better or smarter person representing our country.",1.9,"positive",113247,2018-02-01,2018-01-01,2018-02-19
"11351","Today it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders law enforcement officers and education officials.There is nothing more important than protecting our children. They deserve to be safe and we will deliver! https://t.co/WhC2AxgWXO",2018-02-22,18621,83274,"Today it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders law enforcement officers and education officials.There is nothing more important than protecting our children. They deserve to be safe and we will deliver! https://t.co/WhC2AxgWXO",4.35,"positive",101895,2018-02-01,2018-01-01,2018-02-19
"11352","On behalf of an entire Nation CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics https://t.co/3cUZwLVGua",2018-02-22,18326,103358,"On behalf of an entire Nation CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics https://t.co/3cUZwLVGua",2,"positive",121684,2018-02-01,2018-01-01,2018-02-19
"11353","Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done!",2018-02-22,19752,106094,"Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety. Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done!",1.45,"positive",125846,2018-02-01,2018-01-01,2018-02-19
"11354","What many people don’t understand or don’t want to understand is that Wayne Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing.                  MAKE AMERICA GREAT AGAIN!",2018-02-22,22574,92246,"What many people don’t understand or don’t want to understand is that Wayne Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing. MAKE AMERICA GREAT AGAIN!",2.05,"positive",114820,2018-02-01,2018-01-01,2018-02-19
"11355","I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!",2018-02-22,36750,185614,"I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!",2.25,"positive",222364,2018-02-01,2018-01-01,2018-02-19
"11359","I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers a lot would now be able to",2018-02-22,22391,88498,"I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers a lot would now be able to",1.3,"positive",110889,2018-02-01,2018-01-01,2018-02-19
"11360","I will always remember the time I spent today with courageous students teachers and families. So much love in the midst of so much pain. We must not let them down. We must keep our children safe!!Full Listening Session: https://t.co/x5VenyQX5p https://t.co/CAPfX5odIp",2018-02-22,23676,105342,"I will always remember the time I spent today with courageous students teachers and families. So much love in the midst of so much pain. We must not let them down. We must keep our children safe!!Full Listening Session: https://t.co/x5VenyQX5p https://t.co/CAPfX5odIp",1.5,"positive",129018,2018-02-01,2018-01-01,2018-02-19
"11361",".@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayers are with his children grandchildren great-grandchildren and all who worked closely with Reverend Graham in his lifelong ministry. https://t.co/e1697tcyaI",2018-02-21,18201,83667,".@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayers are with his children grandchildren great-grandchildren and all who worked closely with Reverend Graham in his lifelong ministry. https://t.co/e1697tcyaI",1.2,"positive",101868,2018-02-01,2018-01-01,2018-02-19
"11362","Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor. #AmericanHeroes https://t.co/em0wBbvy5P",2018-02-21,15075,74336,"Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor. #AmericanHeroes https://t.co/em0wBbvy5P",4.55,"positive",89411,2018-02-01,2018-01-01,2018-02-19
"11366","@CNN @MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks!",2018-02-21,16129,81372,"@CNN @MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks!",1.1,"positive",97501,2018-02-01,2018-01-01,2018-02-19
"11369","Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more than just optimistic they are ready to grow their businesses."" https://t.co/w9aw68UwOj",2018-02-20,17507,74716,"Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more than just optimistic they are ready to grow their businesses."" https://t.co/w9aw68UwOj",3.1,"positive",92223,2018-02-01,2018-01-01,2018-02-19
"11373","Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map all the way to the Supreme Court if necessary. Your Original was correct! Don’t let the Dems take elections away from you so that they can raise taxes &amp; waste money!",2018-02-20,20211,79178,"Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map all the way to the Supreme Court if necessary. Your Original was correct! Don’t let the Dems take elections away from you so that they can raise taxes &amp; waste money!",2.5,"positive",99389,2018-02-01,2018-01-01,2018-02-19
"11374","Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President Obama held the White House. You’ve come a long way Matt!",2018-02-20,10176,51701,"Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President Obama held the White House. You’ve come a long way Matt!",2.2,"positive",61877,2018-02-01,2018-01-01,2018-02-19
"11378","Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more. We are now starting to win again!",2018-02-20,14655,66368,"Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more. We are now starting to win again!",1.6,"positive",81023,2018-02-01,2018-01-01,2018-02-19
"11379","“The Faith of Donald Trump” a book just out by David Brody and Scott Lamb is a very interesting read. Enjoy!",2018-02-20,13259,68243,"“The Faith of Donald Trump” a book just out by David Brody and Scott Lamb is a very interesting read. Enjoy!",1.4,"positive",81502,2018-02-01,2018-01-01,2018-02-19
"11380","The U.S. economy is looking very good in my opinion even better than anticipated. Companies are pouring back into our country reversing the long term trend of leaving. The unemployment numbers are looking great and Regulations &amp; Taxes have been massively Cut! JOBS JOBS JOBS",2018-02-20,25306,120633,"The U.S. economy is looking very good in my opinion even better than anticipated. Companies are pouring back into our country reversing the long term trend of leaving. The unemployment numbers are looking great and Regulations &amp; Taxes have been massively Cut! JOBS JOBS JOBS",1.6,"positive",145939,2018-02-01,2018-01-01,2018-02-19
"11381",".@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Senator and worthy successor to @OrrinHatch and has my full support and endorsement!",2018-02-20,9387,55014,".@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Senator and worthy successor to @OrrinHatch and has my full support and endorsement!",3,"positive",64401,2018-02-01,2018-01-01,2018-02-19
"11385","My great friends from NASCAR are having their big race today The Daytona 500. Brian France and the France family are special people. Enjoy the race!",2018-02-18,15542,102112,"My great friends from NASCAR are having their big race today The Daytona 500. Brian France and the France family are special people. Enjoy the race!",2.3,"positive",117654,2018-02-01,2018-01-01,2018-02-12
"11386","Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc. Really great interview with @MariaBartiromo",2018-02-18,17974,77496,"Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc. Really great interview with @MariaBartiromo",1.15,"positive",95470,2018-02-01,2018-01-01,2018-02-12
"11387","Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks. I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away. We need more Republicans!",2018-02-18,21861,97209,"Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks. I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away. We need more Republicans!",2,"positive",119070,2018-02-01,2018-01-01,2018-02-12
"11393","Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation!",2018-02-18,38387,124701,"Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation!",1.4,"positive",163088,2018-02-01,2018-01-01,2018-02-12
"11411","While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA!",2018-02-15,20642,100976,"While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA!",3.45,"positive",121618,2018-02-01,2018-01-01,2018-02-12
"11415","Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members of my Cabinet - to discuss the urgent need to rebuild and restore America’s depleted infrastructure. https://t.co/8ByoQJsjTT https://t.co/BVBRDvHfcC",2018-02-14,11359,56369,"Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members of my Cabinet - to discuss the urgent need to rebuild and restore America’s depleted infrastructure. https://t.co/8ByoQJsjTT https://t.co/BVBRDvHfcC",2.15,"positive",67728,2018-02-01,2018-01-01,2018-02-12
"11416","As we come together to celebrate the extraordinary contributions of African-Americans to our nation our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: https://t.co/Sw1iGIJgWV https://t.co/Nx0AEKZy5p",2018-02-14,15026,65423,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: https://t.co/Sw1iGIJgWV https://t.co/Nx0AEKZy5p",4.2,"positive",80449,2018-02-01,2018-01-01,2018-02-12
"11417","Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn’t it be great if we could finally after so many years solve the DACA puzzle. This will be our last chance there will never be another opportunity! March 5th.",2018-02-13,22659,107190,"Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn’t it be great if we could finally after so many years solve the DACA puzzle. This will be our last chance there will never be another opportunity! March 5th.",2.7,"positive",129849,2018-02-01,2018-01-01,2018-02-12
"11418","Our infrastructure plan has been put forward and has received great reviews by everyone except of course the Democrats. After many years we have taken care of our Military now we have to fix our roads bridges tunnels airports and more. Bipartisan make deal Dems?",2018-02-13,22903,105996,"Our infrastructure plan has been put forward and has received great reviews by everyone except of course the Democrats. After many years we have taken care of our Military now we have to fix our roads bridges tunnels airports and more. Bipartisan make deal Dems?",2.95,"positive",128899,2018-02-01,2018-01-01,2018-02-12
"11419","The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!",2018-02-12,14387,67800,"The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!",2.3,"positive",82187,2018-02-01,2018-01-01,2018-02-12
"11423","Rep. Lou Barletta a Great Republican from Pennsylvania who was one of my very earliest supporters will make a FANTASTIC Senator. He is strong &amp; smart loves Pennsylvania &amp; loves our Country! Voted for Tax Cuts unlike Bob Casey who listened to Tax Hikers Pelosi and Schumer!",2018-02-11,24147,97505,"Rep. Lou Barletta a Great Republican from Pennsylvania who was one of my very earliest supporters will make a FANTASTIC Senator. He is strong &amp; smart loves Pennsylvania &amp; loves our Country! Voted for Tax Cuts unlike Bob Casey who listened to Tax Hikers Pelosi and Schumer!",3.55,"positive",121652,2018-02-01,2018-01-01,2018-02-05
"11424","4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently Passed Tax Cut &amp; Jobs Bill....and it will only get better! We are far ahead of schedule.",2018-02-11,25082,125039,"4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently Passed Tax Cut &amp; Jobs Bill....and it will only get better! We are far ahead of schedule.",2.6,"positive",150121,2018-02-01,2018-01-01,2018-02-05
"11426","My Administration has identified three major priorities for creating a safe modern and lawful immigration system: fully securing the border ending chain migration and canceling the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/xV1lgfhjBU",2018-02-10,32066,119333,"My Administration has identified three major priorities for creating a safe modern and lawful immigration system: fully securing the border ending chain migration and canceling the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/xV1lgfhjBU",3.65,"positive",151399,2018-02-01,2018-01-01,2018-02-05
"11435","Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election and beyond. This Bill is a BIG VICTORY for our Military but much waste in order to get Dem votes. Fortunately DACA not included in this Bill negotiations to start now!",2018-02-09,21465,89668,"Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election and beyond. This Bill is a BIG VICTORY for our Military but much waste in order to get Dem votes. Fortunately DACA not included in this Bill negotiations to start now!",2.45,"positive",111133,2018-02-01,2018-01-01,2018-02-05
"11436","Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military. Sadly we needed some Dem votes for passage. Must elect more Republicans in 2018 Election!",2018-02-09,28187,110663,"Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military. Sadly we needed some Dem votes for passage. Must elect more Republicans in 2018 Election!",1.5,"positive",138850,2018-02-01,2018-01-01,2018-02-05
"11437","Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them everything — and more. First time this has happened in a long time. Also means JOBS JOBS JOBS!",2018-02-09,27278,130615,"Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them everything — and more. First time this has happened in a long time. Also means JOBS JOBS JOBS!",1.25,"positive",157893,2018-02-01,2018-01-01,2018-02-05
"11439","Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X",2018-02-08,24162,97893,"Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X",1.25,"positive",122055,2018-02-01,2018-01-01,2018-02-05
"11440","As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the land of the free the home of the brave and a light unto all nations. #NationalPrayerBreakfast https://t.co/1cwxs3l0uK",2018-02-08,30800,110326,"As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the land of the free the home of the brave and a light unto all nations. #NationalPrayerBreakfast https://t.co/1cwxs3l0uK",1.75,"positive",141126,2018-02-01,2018-01-01,2018-02-05
"11442","Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TRUST.” And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are “One Nation Under God.” #NationalPrayerBreakfast https://t.co/zukP40Ezpo",2018-02-08,29398,107158,"Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TRUST.” And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are “One Nation Under God.” #NationalPrayerBreakfast https://t.co/zukP40Ezpo",2.65,"positive",136556,2018-02-01,2018-01-01,2018-02-05
"11443","Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and political leaders and many friends including T.V. producer Mark Burnett of our wonderful 14 season Apprentice triumph will be there. Looking forward to seeing all!",2018-02-08,17876,106381,"Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and political leaders and many friends including T.V. producer Mark Burnett of our wonderful 14 season Apprentice triumph will be there. Looking forward to seeing all!",4.2,"positive",124257,2018-02-01,2018-01-01,2018-02-05
"11444","The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great. Republicans and Democrats must support our troops and support this Bill!",2018-02-07,23230,109471,"The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great. Republicans and Democrats must support our troops and support this Bill!",1.75,"positive",132701,2018-02-01,2018-01-01,2018-02-05
"11445","Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean people have built is truly an inspiration! https://t.co/giN2B1h6Ph",2018-02-07,13349,70576,"Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean people have built is truly an inspiration! https://t.co/giN2B1h6Ph",2.25,"positive",83925,2018-02-01,2018-01-01,2018-02-05
"11446","Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION! https://t.co/aboM2Up48y",2018-02-07,12803,65509,"Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION! https://t.co/aboM2Up48y",3.05,"positive",78312,2018-02-01,2018-01-01,2018-02-05
"11449","Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement along with @NASA’s commercial and international partners continues to show American ingenuity at its best! https://t.co/eZfLSpyJPK",2018-02-07,31726,167618,"Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement along with @NASA’s commercial and international partners continues to show American ingenuity at its best! https://t.co/eZfLSpyJPK",3.4,"positive",199344,2018-02-01,2018-01-01,2018-02-05
"11450","HAPPY BIRTHDAY to our 40th President of the United States of America Ronald Reagan! https://t.co/JtEglBhm4c",2018-02-07,33058,181719,"HAPPY BIRTHDAY to our 40th President of the United States of America Ronald Reagan! https://t.co/JtEglBhm4c",2.05,"positive",214777,2018-02-01,2018-01-01,2018-02-05
"11454","My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken. @Colts",2018-02-06,20956,104741,"My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken. @Colts",1.45,"positive",125697,2018-02-01,2018-01-01,2018-02-05
"11457","Representative Devin Nunes a man of tremendous courage and grit may someday be recognized as a Great American Hero for what he has exposed and what he has had to endure!",2018-02-05,35787,133744,"Representative Devin Nunes a man of tremendous courage and grit may someday be recognized as a Great American Hero for what he has exposed and what he has had to endure!",1.35,"positive",169531,2018-02-01,2018-01-01,2018-02-05
"11458","Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of time. March 5th is rapidly approaching and the Dems seem not to care about DACA. Make a deal!",2018-02-05,30023,123371,"Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of time. March 5th is rapidly approaching and the Dems seem not to care about DACA. Make a deal!",1.1,"positive",153394,2018-02-01,2018-01-01,2018-02-05
"11462","Congratulations to the Philadelphia Eagles on a great Super Bowl victory!",2018-02-05,36253,212429,"Congratulations to the Philadelphia Eagles on a great Super Bowl victory!",2.75,"positive",248682,2018-02-01,2018-01-01,2018-02-05
"11468","Rasmussen just announced that my approval rating jumped to 49% a far better number than I had in winning the Election and higher than certain “sacred cows.” Other Trump polls are way up also. So why does the media refuse to write this? Oh well someday!",2018-02-03,34992,156630,"Rasmussen just announced that my approval rating jumped to 49% a far better number than I had in winning the Election and higher than certain “sacred cows.” Other Trump polls are way up also. So why does the media refuse to write this? Oh well someday!",3.3,"positive",191622,2018-02-01,2018-01-01,2018-01-29
"11469","Today it was my honor to join the great men and women of @DHSgov @CustomsBorder @ICEgov and @USCIS at the U.S. Customs and Border Protection National Targeting Center in Sterling Virginia. Fact sheet: https://t.co/Q027Wgdzdo https://t.co/NecuA0y1Sk",2018-02-02,14643,71009,"Today it was my honor to join the great men and women of @DHSgov @CustomsBorder @ICEgov and @USCIS at the U.S. Customs and Border Protection National Targeting Center in Sterling Virginia. Fact sheet: https://t.co/Q027Wgdzdo https://t.co/NecuA0y1Sk",2.8,"positive",85652,2018-02-01,2018-01-01,2018-01-29
"11471","With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS 2018 is off to great start!✅Unemployment rate at 4.1%.✅Average earnings up 2.9% in the last year.✅200000 new American jobs.✅#MAGA🇺🇸 https://t.co/upqSvBhRqJ",2018-02-02,27604,108146,"With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS 2018 is off to great start!✅Unemployment rate at 4.1%.✅Average earnings up 2.9% in the last year.✅200000 new American jobs.✅#MAGA🇺🇸 https://t.co/upqSvBhRqJ",2.6,"positive",135750,2018-02-01,2018-01-01,2018-01-29
"11473","The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank &amp; File are great people!",2018-02-02,40439,139322,"The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank &amp; File are great people!",1.35,"positive",179761,2018-02-01,2018-01-01,2018-01-29
"11475","Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched the highest number in history. @FoxNews beat every other Network for the first time ever with 11.7 million people tuning in. Delivered from the heart!",2018-02-01,37362,184812,"Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched the highest number in history. @FoxNews beat every other Network for the first time ever with 11.7 million people tuning in. Delivered from the heart!",1.5,"positive",222174,2018-02-01,2018-01-01,2018-01-29
"11477","Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in ‘18.",2018-02-01,28485,138117,"Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in ‘18.",2.3,"positive",166602,2018-02-01,2018-01-01,2018-01-29
"11479","Congratulations to America’s new Secretary of @HHSGov Alex Azar! https://t.co/Y9inQaCt7o",2018-01-29,16431,84209,"Congratulations to America’s new Secretary of @HHSGov Alex Azar! https://t.co/Y9inQaCt7o",1.55,"positive",100640,2018-01-01,2018-01-01,2018-01-29
